transaction_type_online purchase,transaction_type_transfer,transaction_type_withdrawal,merchant_category_Clothing,merchant_category_Crypto,merchant_category_Electronics,merchant_category_Entertainment,merchant_category_Food,merchant_category_Gambling,merchant_category_Services,merchant_category_Travel,merchant_category_Utilities,device_type_desktop,device_type_mobile,device_type_tablet,payment_channel_bank,payment_channel_card,payment_channel_e-wallet,description_tone_panic,description_tone_routine,description_tone_urgent,semantic_merchant_category_crypto/finance,semantic_merchant_category_daily essentials,semantic_merchant_category_luxury goods,semantic_merchant_category_other,semantic_merchant_category_services,transaction_amount,account_balance_before,account_balance_after,avg_transaction_amount_7d,time_since_last_transaction_hr,account_age_days,description_risk_score,transaction_frequency_24h,num_failed_transactions_7d,transaction_hour,is_weekend,num_devices_used,num_countries_used,kyc_verified,is_fraud
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3344570515629681,-0.8242739197071466,-0.7246729096223328,-0.19877467570579896,0.7470837086205069,-0.7048569031639729,-0.3688412036736182,0.0,0.0,16.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.20423110219206267,-0.022724394804383992,0.052514775685344905,-0.19877467570579896,1.6835762927715379,0.14089121849939706,-0.3688412036736182,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011272092437361141,0.6616170831567484,0.6772628995465432,-0.19877467570579896,1.7047145858610062,0.15888585938585173,-0.3688412036736182,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.36764000168078,0.45220744589047446,0.6024736729961022,-0.19877467570579896,2.6526402511275933,1.013631301492449,-0.3688412036736182,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17883130781102016,-0.09748224998750057,-0.1669387865785013,0.20023000426808654,-0.6860109574594614,0.14089121849939706,0.09110829448033599,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7013903517712472,-0.7395643712180049,-1.3944998703179834,-0.19877467570579896,0.14051004202107129,-1.2536934502008406,3.7707042797119694,0.0,0.0,23.0,0.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3891550826126238,-0.8520156783904909,-0.7329067863115715,-0.050708743125908576,-0.6954372122466498,-0.7048569031639729,-0.3688412036736182,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3038974143158269,-0.5484536927367447,-0.45193575453042495,-0.19877467570579896,0.5483163042298813,-0.8848033120285196,-0.3688412036736182,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2524491589119274,1.3497116499996276,1.4840881728311355,-0.19877467570579896,1.899339267851785,0.32983494780717115,-0.3688412036736182,0.0,0.0,23.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15748131760130465,1.1002549287333974,1.1918255913196536,-0.19877467570579896,-0.533704497048622,-1.8565139198970722,-0.3688412036736182,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8012024978967771,0.670883183955185,0.3930521903766156,-0.19877467570579896,-0.39032466661292936,-1.7305514336918895,0.09110829448033599,0.0,0.0,20.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23905851709447407,0.036738386291915594,0.1267143081492887,-0.19877467570579896,-0.4259770604922114,-1.7575433950215715,-0.3688412036736182,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12107927073282246,-0.45007470187980986,-0.5086410290949519,-0.19877467570579896,0.7746879794858158,-0.6778649418342908,-0.3688412036736182,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40303514847311267,1.466290648145635,1.6601664589548546,-0.19877467570579896,0.10166421288482211,-1.2806854115305226,2.390855785250107,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35833246983474715,0.7976188463630952,0.6882850828423055,-0.19877467570579896,1.1954095430859064,-0.29997748321874257,-0.3688412036736182,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5579979024315398,1.6634515038072635,1.5058631729880876,-0.19877467570579896,-0.6446586771828026,-1.955484444772573,-0.3688412036736182,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.32257383579806437,0.08384636632363246,0.20629388913078092,-0.19877467570579896,0.6783228438632555,-0.7678381462665642,-0.3688412036736182,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3857793701681821,1.6795664617175878,1.5865056593600562,-0.19877467570579896,0.7452725686768554,-0.7048569031639729,-0.3688412036736182,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1612596712135393,0.28757336053731825,0.35614898884014273,-0.19877467570579896,0.5678183260599126,-0.866808671142065,0.09110829448033599,0.0,0.0,17.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.22701868563579897,-0.494277748709271,-0.42472246446466544,-0.19877467570579896,0.636579190817164,-0.8038274280394736,-0.3688412036736182,0.0,0.0,14.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6306088534562976,1.1690191504481122,0.9695837224492837,-0.19877467570579896,1.966026689639063,0.39281619090976255,-0.3688412036736182,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.23046423089876938,0.658436499358658,0.763882408696465,-0.19877467570579896,-0.3299949705588832,-1.6765675110325255,-0.3688412036736182,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.111899662107765,-0.5277021504452035,-1.3289346241081839,-0.19877467570579896,1.6414662481966156,0.10490193672648769,3.3107547815580154,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40336795682237686,-1.3745855964167484,-1.2658810378964278,-0.19877467570579896,2.095254647273672,0.509781356671718,-0.3688412036736182,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3109646974972606,-0.3105389566755848,-0.20424967785378698,0.5692819834856834,-0.68097307393804,0.14988853894262438,-0.3688412036736182,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.23588704929560358,-0.6131609031178955,-0.5438770708066362,-0.19877467570579896,0.5853260121818771,-0.8488140302556103,-0.3688412036736182,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3060900340286262,1.0145558652848496,1.1588172828236252,-0.19877467570579896,2.5664716252107858,0.9326554175034029,-0.3688412036736182,0.0,0.0,18.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1719010633616364,-0.5608084938013271,-0.6415988451653015,0.15631949585458527,-0.6786040196209419,-0.7948301075962462,-0.3688412036736182,0.0,0.0,15.0,0.0,2.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40047056648760626,-1.4690347992920425,-1.364243467558942,-0.19877467570579896,0.034564600627609667,-1.343666654633114,-0.3688412036736182,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02780352315859908,1.2512054357907691,1.2990843934969774,-0.19877467570579896,0.7609566242348673,-0.6868622622775181,-0.3688412036736182,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.015176382848281243,0.26978329515999905,0.2835001334184694,-0.19877467570579896,2.854109793043345,1.1935777103569958,-0.3688412036736182,0.0,0.0,13.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2808749073314335,0.05166592625095326,0.15764048690780844,-0.19877467570579896,2.877904424716835,1.2115723512434504,-0.3688412036736182,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11134952075727532,0.5787169334505203,0.5546574907724774,-0.19877467570579896,2.5655473193085085,0.9326554175034029,-0.3688412036736182,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3748443235942636,-0.8600095456696916,-0.7464624701270998,-0.10340889798300586,-0.663482041976477,-0.6868622622775181,-0.3688412036736182,0.0,0.0,12.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.36117960431271046,-0.7942492086531728,-0.6838092934802491,-0.19877467570579896,0.47620795323195014,-0.947784555131111,-0.3688412036736182,0.0,0.0,13.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3296913748363054,1.1573358059631267,1.0694531481106238,-0.19877467570579896,1.7065965059863633,0.15888585938585173,-0.3688412036736182,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.31885421307099404,0.1508648009313958,0.2739412650780892,-0.19877467570579896,1.7581494595088754,0.20387246160198844,-0.3688412036736182,0.0,0.0,20.0,1.0,2.0,0.0,1.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4449213715286009,1.2923621901380593,1.165682486818278,0.1073162738364254,-0.6724794521333296,0.34782958869362585,-0.3688412036736182,0.0,0.0,14.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5707033505887433,-0.09973693050214694,-0.314988403158835,-0.19877467570579896,2.527221932684803,0.8966661357304936,-0.3688412036736182,0.0,0.0,19.0,1.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0829714012895689,-0.03620300214429177,-0.006461913138282438,-0.19877467570579896,2.453231661561514,0.8336848926279021,-0.3688412036736182,0.0,0.0,10.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2907221190773092,-0.5505882178634631,-0.45903392409011345,-0.19877467570579896,0.9260826246146788,-0.5429051351858807,-0.3688412036736182,0.0,0.0,14.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1313852276266479,-0.2854900922746237,-0.24522977677838853,-0.19877467570579896,-0.31090097565868613,-1.6585728701460707,-0.3688412036736182,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5795912912102692,1.4633079673394263,1.291680456633179,-0.18285523021568081,-0.6655429943261494,-1.2626907706440678,-0.3688412036736182,0.0,0.0,9.0,1.0,2.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.40939766103257513,-1.380897288264959,-1.270139939632241,-0.19877467570579896,1.8428150474494571,0.2848483455910345,-0.3688412036736182,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39790598450209985,0.9001255281935516,1.0750952828888378,-0.19877467570579896,0.6304879316503544,-0.8038274280394736,-0.3688412036736182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.12754814312924898,-1.225190041438443,-1.2145703721972643,-0.19092812437417675,-0.6530898458860077,0.48278939534203597,-0.3688412036736182,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.197681085945904,1.468100046928549,-1.1644827757145393,-0.19877467570579896,1.5009634239702638,-0.021060549478695054,3.3107547815580154,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.233870622238297,0.6174635120752573,0.7229459908153076,-0.19877467570579896,-0.611462771962726,-1.928492483442891,-0.3688412036736182,0.0,0.0,17.0,1.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3667198844798731,-0.44474545702700946,-0.3217516847187843,-0.19877467570579896,0.6793554018081418,-0.7678381462665642,-0.3688412036736182,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.21445027621064544,1.7123688826218941,1.8435030784642241,-0.19877467570579896,1.8040691432756164,0.24885906381812511,-0.3688412036736182,0.0,0.0,11.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16600839788348812,1.68874067898408,1.6776825573759933,-0.19877467570579896,2.177043229004913,0.5817599202175366,-0.3688412036736182,0.0,0.0,18.0,1.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3481217708445213,1.332946439401693,1.5023978102081779,-0.19877467570579896,-0.3662635683730168,-1.7035594723622074,-0.3688412036736182,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3556784780689906,-1.3840354642790749,-1.2933491340489456,-0.19877467570579896,2.9128115449181546,1.2475616330163597,-0.3688412036736182,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6202046915125061,1.1015483661446206,0.5320816714857144,-0.19877467570579896,2.9252896745988983,1.2565589534595871,0.09110829448033599,0.0,0.0,15.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4028393788558985,0.5197559777979195,0.6851400477143204,1.284261249775279,-0.663303009752162,-0.27298552188906056,2.8508052834040614,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1
